[00:00:00] 只是开了一扇窗户
[01:34:44] 就是他们会说哦
[01:34:45] 那我原来本来要采购的这个预算已经批下来了
[01:34:49] 本来要让我们签
[01:34:50] 然后说哎你看这个对不起
[01:34:52] 又开源了
[01:34:53] 好像比你们也不差
[01:34:54] 甚至可能在某些方面还更好一点
[01:34:56] 那我是不是可以不用买了
[01:34:58] 我直接用它就好了
[01:34:59] 嗯对吧
[01:35:00] 然后我们会告诉客户说
[01:35:02] 其实你不要把开源和免费这个事情划等号啊
[01:35:04] 你用这个开源的东西没问题也OK
[01:35:07] 但是其实和你真正想要获得的是一个
[01:35:11] 商业化的服务
[01:35:12] 这件事情本身是不等同的
[01:35:14] 你不要把这些事混到一起
[01:35:16] 然后有很多客户就去自己去尝试啊
[01:35:19] 有什么呃什么deep sc一体机啊什么之类的
[01:35:23] 自己去布这个所谓的满血版啊
[01:35:24] 当然有的客户他没有这个能力
[01:35:26] 他找外面的团队来帮他来做这个事
[01:35:28] 也问到我们这
[01:35:29] 可问到我们这来
[01:35:31] 那帮我们把这个东西部署一下
[01:35:33] 然后有很多的人其实也做了这方面的尝试
[01:35:36] 但是我刚才说用实践来证明这个事情
[01:35:38] 你过了一段时间之后
[01:35:39] 你会发现大部分人都掉头回来
[01:35:42] 为什么呢
[01:35:43] 因为对不起
[01:35:44] 也不提供商业化服务
[01:35:45] 就算我部署了这个东西
[01:35:47] 我顶多也就是把它当聊天机器人去问一问
[01:35:49] 我没有办法跟我的这个内部的系统
[01:35:52] 什么之类的去做整合
[01:35:55] 这个需要很专业的这种服务和人士去做这个事
[01:35:58] 这DP是个原厂
[01:35:59] 他也不给你提供这个服务
[01:36:00] 所以你说服了多少客户回来
[01:36:02] 我觉得是delay了我们一些客户
[01:36:04] OK啊
[01:36:05] 这些客户有一些确实有一些客户他就回来了
[01:36:08] 来找我来做这个事情
[01:36:09] 你们中间在开源闭源中间有过摇摆吗
[01:36:11] 为什么先开源后闭园又开园
[01:36:13] 我觉得基本上没有摇摆过
[01:36:15] 一直坚持是走开源的
[01:36:16] 所以我们嗯你可以去查一查
[01:36:19] 就是我们基本上所有的关键性的模型的更迭
[01:36:23] 包括技术的更新
[01:36:24] 都有相应的开源版本或者开源项目
[01:36:28] 但是我们在比较早期的时候
[01:36:30] 23年二四年的时候是很明确的
[01:36:32] 把开源和商业化这两件事情是分的比较清楚的
[01:36:37] 开源是开源
[01:36:38] 开源开源一个版本
[01:36:39] 对对对
[01:36:39] 然后闭源的做商业化
[01:36:40] 对对对
[01:36:41] 我们开源其实的目的是把核心技术放出去
[01:36:44] 让大家能够用得上
[01:36:45] 能够了解里面的细节是什么
[01:36:46] 在此基础之上
[01:36:47] 大家去做自己的创新和这个探索嗯
[01:36:51] 商业化那个是面向商业化客户的
[01:36:54] 我们提供的不是说只是开源的
[01:36:56] 这个里面的这个东西
[01:36:57] 这个这个这个参数文件几十个G对吧
[01:37:01] 我们提供的是基于这个东西的一系列的产品
[01:37:03] 工具
[01:37:04] 还有服务
[01:37:04] 因为你的商业化的目的并不是说买个玩具回来
[01:37:07] 摆在家里好看
[01:37:08] 而是我真的要把它用起来
[01:37:10] 然后转换成我的生产力
[01:37:11] 转换成我的商业收益
[01:37:12] 客户价值
[01:37:13] 当大家想通这个商业本身
[01:37:16] 它的核心的锚点是什么的时候
[01:37:17] 他自然而然后回来找我
[01:37:19] 后来真的不少的这些想明白的客户回来找我
[01:37:23] 既然开源从商业上面有好处
[01:37:25] 那为什么梁文峰这么彻底的开源啊
[01:37:27] 我觉得他想的很明白
[01:37:28] 我我猜大概率他也不想去做这些to b
[01:37:32] 做服务这些事情
[01:37:33] 这个市场他也不缺钱
[01:37:35] 他也没想到要靠这个事情挣太多钱哦
[01:37:39] 我觉得这个是首先这个很关键的一个点
[01:37:41] 第二个确实他也有很执着的
[01:37:43] 这个技术上的这个理想
[01:37:45] 他也不想去因为商业化这个事情
[01:37:47] 去分分分担一些精力
[01:37:49] 去做其他的一些事
[01:37:51] 那集中精力集中资源来做这个技术探索就好了
[01:37:54] 我猜啊
[01:37:55] 当然我们没有那个荣幸去跟他聊一下
[01:37:58] 这个是不是这个真相
[01:37:59] 因为朱啸虎说
[01:38:00] DEPC对世界的影响仍然是被低估的
[01:38:03] 尤其是在开源上
[01:38:04] 你觉得他说的对吗
[01:38:05] 我不知道这个未来
[01:38:06] 它会演化成一个什么样的一个事情
[01:38:09] 当然因为还在持续的往前进嘛
[01:38:12] 然后不应该低估这件事情
[01:38:14] 不用太过于高估这件事情嗯
[01:38:17] 因为开源这个过程当中
[01:38:18] 其实大家都有很多人在做这个
[01:38:21] 开源相关的一些事情
[01:38:22] 大家都有自己的这个贡献
[01:38:23] 其实包括迪夫斯克自己本身
[01:38:25] 他也承认说他有很多
[01:38:27] 其实技术上的这些东西也是来自开源社区
[01:38:30] 吸取了很多的开源社区的这些养分
[01:38:32] 我觉得他想表达的是
[01:38:33] 如果没有就deep sick这么彻底的开源的话
[01:38:36] 可能嗯全球大模型就是被几家商业公司垄断的
[01:38:39] 这样其实智力是不平权的
[01:38:41] 尤其是每个公司都不开源
[01:38:42] 然后DEPC带来的大多数中国公司都开源了
[01:38:45] 就是如果开源这件事情是开启了一个新的局面
[01:38:48] 就是让这个更多的公司都开源了
[01:38:51] 对更多公司逼着大家去来开源
[01:38:53] 来来做这个开源这件事情
[01:38:55] 我觉得这个是有一定的道理
[01:38:57] 但我觉得你即使不是他也会有别人来做这个事
[01:39:01] 就一定会有人开源
[01:39:02] 一定会有人来做这件事
[01:39:03] 开源对技术影响力好
[01:39:05] 首先他在这个怎么说呢
[01:39:07] 叫赢得这个开发者和社区的这个情感的认同上
[01:39:11] 会更更好一些
[01:39:13] 当你没有特别显著的商业利益的时候
[01:39:15] 他会是一个很好的选择
[01:39:16] 是是是
[01:39:17] 所以所以人很复杂哈
[01:39:19] 人很复杂
[01:39:20] 对人很复杂
[01:39:21] 嗯这句话好像蕴含了很多深意
[01:39:24] 嗯你觉得开闭源可能会对世界的影响啊
[01:39:27] 甚至可能是全球
[01:39:28] 就比如说有的地区可能用不起美国的模型
[01:39:31] 然后他就用了中国的模型
[01:39:33] 你觉得对于就是全球的这个治理分配
[01:39:35] 会有一些系统性的影响吗
[01:39:36] 开源可能是加速了整个这个刚才说的那个
[01:39:39] 智力平权的这个过程
[01:39:40] 包括其实你看老黄也在讲这个所谓的叫主权
[01:39:45] AI这个概念对吧
[01:39:47] 他认为这个技术可能没有国界
[01:39:49] 但是这个呃最终的应用和人它是有国界的对吧
[01:39:54] 利益是有国界的
[01:39:55] 所以这个技术肯定不可能只掌握在非常少数的
[01:39:59] 这个公司或者个人手里
[01:40:01] 所以开源这个事情
[01:40:02] 包括中国现在的厂商
[01:40:03] 大家都开源这个事情
[01:40:05] 其实给世界提供了很多的这种选择
[01:40:07] 第二个
[01:40:08] 第三个甚至更多的选择
[01:40:09] 但就算没有开源这个事情
[01:40:11] 我觉得最终的结局可能也会是
[01:40:13] 美国走他的一条路
[01:40:15] 商业公司捏的这个顶尖的这种闭源的
[01:40:18] 商业的这个啊模型啊
[01:40:20] 以此来推动资本的这种积累运转啊
[01:40:25] 然后呢全球的其他的这个玩家呃
[01:40:29] 可能都会努力的去寻找第二
[01:40:32] 第三甚至更多的选择
[01:40:34] 嗯我觉得中国的战略来讲
[01:40:36] 肯定不会放弃这个路径
[01:40:38] 所以即使不是开源
[01:40:40] 他也会走一个路径
[01:40:41] 说我会做这个技术的输出
[01:40:43] 我会做这个去帮助大家去做自己的自主权的
[01:40:47] A i
[01:40:48] 帮助大家去获得这个权利
[01:40:50] 去掌控自己的就是AI的能力
[01:40:53] 嗯我觉得这个是个必然的选择
[01:40:55] 这最后会转换成国家影响力
[01:40:57] 当然你们在最开始决定开源的时候
[01:40:59] 是基于什么原因
[01:41:00] 那当时我们刚刚才讲那个呃
[01:41:04] 22年那个GM130B开源的时候
[01:41:06] 其实就说过这个事情
[01:41:07] 其实还是呃希望打开市场
[01:41:11] 有更大的这个市场的影响力
[01:41:13] 然后也知道中国的企业啊
[01:41:17] 团队也能做出世界级顶尖的这个事情来
[01:41:21] 再到后来呢
[01:41:22] 就确实是整个市场它的整个的趋势
[01:41:25] 它就是这样了
[01:41:26] 整个中国的大模型基本上都开源了
[01:41:29] 大家都开始大部分的
[01:41:30] 大部分的就做开源这个事情
[01:41:32] 那对于我们来讲
[01:41:32] 本来开源也是我们秉持的一贯的这个事情
[01:41:35] 也没什么好犹豫的
[01:41:36] 那就顺势而为
[01:41:38] 了对你们是有开源历史的
[01:41:39] 然后像其他公司kimi mini max是从闭源转向了开源
[01:41:43] 嗯嗯我们刚才说到一些研究话题啊
[01:41:46] 就是嗯因为唐老师也提到
[01:41:48] 就是A政策的泛化性不好
[01:41:50] 现在你们有什么解决思路没有
[01:41:51] 我就两个层面
[01:41:52] 第一个层面就是说agent的泛化能力
[01:41:55] 这个事情
[01:41:55] 可能还是要从这个数据这一端去做一些工作啊
[01:42:00] 如何能够快速的去收集这些数据
[01:42:02] 低成本的收集这些数据
[01:42:04] 高质量的数据
[01:42:05] 然后呢他能去学习
[01:42:07] 然后就像你刚才说的那样
[01:42:08] 所谓的好的数据
[01:42:09] 这个事情是探索还是值得去探索做很多事情
[01:42:12] 另外一方面还是从算法的角度
[01:42:14] A卷本质的这个能力
[01:42:16] 它还是依赖模型本身的
[01:42:17] 这个智力和认知能力上限
[01:42:20] 那怎么去推高这个智力和认知能力上限
[01:42:23] 是肯定我们要去研究的问题
[01:42:25] 你比如说我们的AUGM可以操作50多部
[01:42:27] 甚至200步的这个长城的这个任务再长呢
[01:42:31] 或者说它不是一次性完成
[01:42:33] 分成很多段完成呢
[01:42:34] 它怎么来解决这个记忆的问题对吧
[01:42:37] 你上下文它就这个窗口有限
[01:42:39] 你太长长的任务你怎么办呢
[01:42:41] 人是怎么做到的呢
[01:42:43] 啊怎么来压缩呢
[01:42:44] 所以这里边还是有很多这种基础性的研究问题
[01:42:47] 这些问题都会帮助我们在agent的泛化能力上啊
[01:42:51] 任务的成功率上去提升
[01:42:53] 你觉得下一个skin的新范式有可能是什么呀
[01:42:56] 目前来看
[01:42:57] 现在的这个skin范式其实就是在强化学习这一块
[01:43:00] 我觉得再下一步我个人认为啊
[01:43:04] 可能新范式可能就是在这个叫自学习这一块
[01:43:08] 在线的强化学习或者自学习这一块online learning
[01:43:11] 对对对
[01:43:12] 可能那个时候的呃
[01:43:14] 模型的这个训练
[01:43:15] 推理之间并没有特别明显的界限
[01:43:19] 就它可能是连贯的哦
[01:43:21] 他不再是一个截然分隔的两个阶段
[01:43:24] 他其实把这两个人统一了
[01:43:26] 这个我说不好
[01:43:27] 是算法层面会首先突破
[01:43:29] 还是从工程实践角度能实现这件事情
[01:43:33] 就是就是它它它会比较闭环的
[01:43:37] 形成一个完整的闭环
[01:43:38] 就是推理的过程和收集反馈
[01:43:41] 所以我反馈完了之后
[01:43:42] 我的反馈信号怎么转换成我的强
[01:43:44] 这个强化学习的下一步的输入
[01:43:46] 然后整个这个东西是自动化的
[01:43:48] 中间它没有明显的这个断掉的离线的部分
[01:43:52] 我看那个唐老师也提到
[01:43:54] 就是这个文本多模态
[01:43:55] 多模态生成
[01:43:55] 这种把这几个过程全部统1~1个模型的
[01:43:58] 这个你们探索这个方向吗
[01:44:00] 我们一直在探索这个原石很贵是吧
[01:44:02] 他唉还是那个问题
[01:44:03] 就是主要是那个数据量其实比较大
[01:44:06] 计算消耗的算力比较大
[01:44:08] 嗯啊这个确实比较expensive
[01:44:12] 所以你们探索的多吗
[01:44:13] 其实我们还是投了不少精力在这个事情里边
[01:44:17] 你严格讲就是我们从技术角度来讲
[01:44:19] 这个事情的话
[01:44:20] 其实不光是你把视觉和语言混合
[01:44:25] 这个叫多模态嗯
[01:44:26] 那还有比如说你不同的文本的数据
[01:44:30] 也可以是跨模态的
[01:44:31] 就比如代码它其实和自然语言它还不太一样
[01:44:34] 它也是其实是两种不同的模态混合在一起
[01:44:39] 甚至包括我们刚才说的像那个agent的
[01:44:42] 像它的执行规划和执行的那个步骤
[01:44:45] 那些数据它也模态也不太完全一样啊
[01:44:51] 怎么控制机器人啊
[01:44:53] 你没有做BA啊
[01:44:54] BA在研究
[01:44:55] 所以这些其实都属于这个叫跨模态的
[01:44:58] 怎么来统一那个事情
[01:45:00] 你觉得这会是一个趋势吗
[01:45:01] 一定会是个趋势
[01:45:02] 是终极形态吗
[01:45:03] 我我个人认为一定会是终极形态
[01:45:06] 那它基于transformer吗
[01:45:07] 不知道不一定
[01:45:09] 这个说不好
[01:45:09] 最近看了一个DeepMind创始人的访谈
[01:45:12] 然后他就讲AGI是三种独立体的结合体
[01:45:16] 包括大圆模型
[01:45:17] 图像模型和世界模型
[01:45:18] 需要把它们统1~1个更大的模型中
[01:45:21] 你认可他这个观点吗
[01:45:22] 他跟我们刚才说的是一个事
[01:45:23] 对吧
[01:45:24] 嗯其实说的是一件事情
[01:45:25] 就不同模态和你不同的任务
[01:45:28] 怎么把它真正找到一个统一的这个建模的方式
[01:45:31] 原生的把它融合到一起
[01:45:33] 而不是用系统化的方法
[01:45:34] 如果这个实现了
[01:45:35] 会是AJI吗
[01:45:36] 我觉得AJI就看到曙光了
[01:45:38] 应该再加上刚才我说的那个在线学习
[01:45:41] 可能他就真的就看到曙光
[01:45:43] 你可以想象这样嘛
[01:45:44] 就首先第一你造出来一个脑子
[01:45:46] 这个脑子呢其实各种能力都有
[01:45:49] 语言能力
[01:45:50] 对图像的理解能力
[01:45:52] 然后对物理世界的这种这种判断能力
[01:45:55] 识别能力都有嗯
[01:45:56] 然后再给它装上手脚
[01:45:58] 它能去让世界模型去解决这个问题吗
[01:46:00] 就他能去预测这个世界有发生什么事情
[01:46:02] 然后跟世界进行交互
[01:46:03] 然后呢交互的结果再反馈回来
[01:46:06] 变成一个强化的信号
[01:46:07] 然后我又能立刻的马上的接受
[01:46:09] 这个强化学习的这个信号
