[00:00:00] 理想是谁啊
[01:38:50] 威震天这样的机器人
[01:38:51] 它能变形
[01:38:52] 还会有像宇宙大帝这样的机器人
[01:38:54] 他本身是个星球
[01:38:55] 他自他的身体就是个机器人对吧
[01:38:58] 然后我们能不能拿AGI来生产AGI的终端
[01:39:01] 拿AJ来生产A债的终端
[01:39:03] 嗯对
[01:39:03] 那我觉得今天其实工厂
[01:39:05] 然后也在面临这样的一个机会
[01:39:07] 那我觉得很多人都想象的一个问题
[01:39:10] 说我造一个人形机器人要去工厂里去替代
[01:39:13] 然后去替代人
[01:39:14] 我觉得这有两个问题
[01:39:16] 然后第一个问题是
[01:39:17] 其实是我觉得工厂的人并没有大家想象的
[01:39:20] 那么然后在整个的成本里占比那么高
[01:39:23] 对然后那很多时候替代起来并不划算
[01:39:26] 我觉得第二个
[01:39:27] 其实我觉得这些这些就业长期而言
[01:39:29] 还是非常有必要的对
[01:39:31] 那但是呢我们在讲这个问题时
[01:39:33] 我们如何能够其实通过
[01:39:35] 然后把一个工厂变成一个机器人
[01:39:38] 去简化工厂里边各种繁琐的复杂的环节
[01:39:41] 我觉得这对于整个的生产效率才是更大的提升
[01:39:44] 所以我觉得应该关注
[01:39:46] 我觉得整个的AGI在整个制造领域
[01:39:49] 应该关注生产效率的提升
[01:39:51] 而不是人的替代
[01:39:53] 我觉得如果关注人的替代
[01:39:54] 我认为其实挺狭隘的
[01:39:56] 或者这些人并没有真正的管理一个工厂的经验
[01:39:59] 然后我觉得还是三个部分
[01:40:00] 一个完整的中端
[01:40:01] 三个部分
[01:40:01] 一个软件的部分
[01:40:02] 然后我觉得一个是硬件的部分可能会发生变化
[01:40:05] 到AGI时代
[01:40:06] 我觉得AGI时代
[01:40:07] 第三个其实是服务也会发生变化
[01:40:09] 对我觉得很重要的一点是
[01:40:11] 我们并没有办法写一套传统的IT软件
[01:40:14] 包括靠人去接管这些AJI去管理这些agent
[01:40:17] 所以我觉得这是一个非常大的挑战
[01:40:20] 那所以呢我觉得包括然后英伟达去做cosmos啊
[01:40:23] 在那里的东西
[01:40:24] 包括我们来构建交通的设计模型啊
[01:40:27] 然后包含我们去做agent的OS
[01:40:30] 其它核心的是在要运营对
[01:40:32] 然后一方面我们怎么运营这些
[01:40:34] 然后跑在
[01:40:36] 然后物理世界里的这些AJI的机器人对
[01:40:39] 无论是车还是其他的形态
[01:40:41] 然后还有一个很重要的就是我们每个人都在讲
[01:40:44] 然后一个人
[01:40:44] 然后要和几个agent一起工作
[01:40:46] 或者一个人带领几个机神一起工作
[01:40:48] 但是到底怎么工作
[01:40:50] 它是agent os的形式
[01:40:52] 还是一个其他的形式
[01:40:54] 我觉得这也是必须要去解决的
[01:40:56] 你要既要解决A键运营本身的问题
[01:40:58] 也要解决A键和人的连接的问题
[01:41:00] 对我觉得这是服务
[01:41:01] 所以呢我觉着那今天这个命题
[01:41:03] 对于所有的企业人都是一样的
[01:41:05] 至少我们看到
[01:41:06] 然后这是我们未来的三到6年要去解的题
[01:41:10] 得怎么解决一个AJI终端的
[01:41:13] 软件层面的三个问题
[01:41:14] 以及怎么解决硬件层面的三个问题
[01:41:16] 以及怎么解决这种A级运营
[01:41:18] 以及A键和人连接的运营的这样服务的问题
[01:41:21] 我觉得都是接下来的挑战
[01:41:23] 我感觉你要做的事情好多也没有好多
[01:41:27] 其实就是就如果这些问题不解决
[01:41:30] 就是今天这个现象
[01:41:31] 就是大家都觉得AI很厉害
[01:41:33] 但是大家每天工作时间变得更长
[01:41:36] 然后假的信息变得更多
[01:41:38] 不靠谱的信息变得更多
[01:41:40] 然后陪家人的时间变得更少
[01:41:42] 我觉得这都是问题诶
[01:41:43] 我知道你们把机器人分成了穿戴机器人
[01:41:45] 空间制机器人和家庭机器人
[01:41:47] 你们对于机器人的节奏是什么样的呀
[01:41:50] 还有规划嗯
[01:41:52] 我觉得并不可能直接上来给出节奏
[01:41:54] 还是我们要根据行业的各种的进展起来
[01:41:57] 做相应的研究和分析对
[01:42:00] 然后以及哪些能力要自己要去解决
[01:42:02] 比如很多人说
[01:42:03] 眼镜会是未来的一个我们穿戴的一个终端
[01:42:05] 或者是个穿戴的机器人
[01:42:07] 但今天的不是
[01:42:08] 那这里边还有很多的问题对吧
[01:42:11] 它确实具备300世界360度的感知
[01:42:13] 但但今天的显示是不行的
[01:42:15] 无论是光波导的显示还是集中显示
[01:42:17] 其实并不能变成一个
[01:42:18] 真正的长期使用的一个方式对
[01:42:21] 然后包括电池的电量
[01:42:23] 包括独立的计算
[01:42:24] 包括通讯啊
[01:42:26] 我觉得这些东西问题都是解决
[01:42:27] 我们相信有一天它可能会是多种路线里边
[01:42:31] 其中一个可能会成为
[01:42:32] 然后人类的穿戴的A界中的会叫
[01:42:35] 然后穿戴机器人的
[01:42:37] 然后一条路径
[01:42:38] 但今天还不是还有很多问题等着大家去解决
[01:42:41] 也可能解决的路上又一个另外一个路径出来
[01:42:44] 跑到了前面都有可能是我说
[01:42:46] 但是呢我们要去做这方面的研究
[01:42:48] 要去做这方面的分析对吧
[01:42:50] 然后在家里也是一样的
[01:42:52] 在家里的话对到底是个人形机器人
[01:42:54] 然后去服务所有的
[01:42:56] 还是
[01:42:56] 最后
[01:42:56] 我在家里应该有一个更好的感知和更好的大脑
[01:42:59] 只需要简单的去科科一是一个人形机器人
[01:43:03] 然后在一个厨房里拿着人类的铲子
[01:43:05] 拿着人类的锅
[01:43:06] 然后去工作
[01:43:07] 嗯是吧
[01:43:09] 然后也可能其实我只需要有一个改造的锅
[01:43:12] 然后他就直接能做菜了对
[01:43:15] 然后整个家里有一个统一的大脑和统一的感知
[01:43:19] 对我觉得这两种路线都有都有可能对
[01:43:22] 然后我觉得每条路线都有自己的
[01:43:23] 都有自己的信徒呃
[01:43:25] 我觉得这些东西其实接下来可能都会发生
[01:43:28] 什么样的终端是理想
[01:43:29] 会做什么样的终端是理想不会做的
[01:43:31] 我觉着这件事情的判断只跟我们规模相关对
[01:43:37] 然后我们规模小的时候
[01:43:38] 我们就尽可能收敛
[01:43:40] 在规模大的时候
[01:43:41] 我们必须去扩张
[01:43:43] 如果谷歌不做成功操作系统
[01:43:45] 它就不是今天的谷歌
[01:43:47] 如果他只是做搜索引擎
[01:43:48] 不做不做安卓
[01:43:49] 它就不是今天的歌对吧
[01:43:51] 如果微软然后不去做office
[01:43:53] 微软不去做
[01:43:54] 然后这个云服务它可能就不是今天的微软
[01:43:57] 可能跟众多淘汰的企业一样
[01:43:59] 就是一个时间的一个过客对啊
[01:44:02] 然后苹果如果只是坚持做Mac
[01:44:04] 不做IPAD
[01:44:05] 然后也不去做IPHONE对
[01:44:08] 那苹果可能就是另外一个企业
[01:44:10] 可能他跟其他的
[01:44:12] 我们曾经在这个人类历史中出现的电脑企业
[01:44:16] 然后消失的其实可能会是一样的
[01:44:18] 但我觉得这个东西不能把它变成一个对
[01:44:20] 因为他只跟然后规模以及规模带来的
[01:44:24] 其实用户的变化
[01:44:26] 然后这个是这么可能大到一定规模
[01:44:29] 也没有办法了
[01:44:30] 那那就是另外一码事了
[01:44:31] 嗯你说理想是人工智能公司吗
[01:44:33] 当然今天说的是人工智能终端公司啊
[01:44:35] 但是大家对于理想的业绩兑现
[01:44:37] 还是要看的是销量
[01:44:38] 你觉得这个合理吗
[01:44:41] 什么时候销量能够跟做人工智能这件事情
[01:44:44] 能够挂钩
[01:44:48] 我觉得我们我们的能力和给用户带来的价值
[01:44:51] 还没有表现出来
[01:44:52] 所以相反给了我们这方面的估值
[01:44:56] 然后我们反而心里慌对
[01:44:59] 然后我觉得我自己觉着就是两个方面嘛
[01:45:04] 然后两个方面可以来看嘛
[01:45:06] 就第一个先拿我们能不能率先做出来L4对吧
[01:45:11] 然后真正的其实大家上下班的时候
[01:45:14] 不是坐在一个方向盘前面
[01:45:15] 而是坐在一个桌子前面
[01:45:17] 然后吃着东西对
[01:45:19] 然后看着电脑
[01:45:20] 然后就到公司了对吧
[01:45:22] 然后这一刻我们能不能加速它的到来啊
[01:45:26] 我觉得另外一方面
[01:45:27] 然后从工作效率上而言对吧
[01:45:30] 然后是接近100万人
[01:45:32] 然后这个做到了
[01:45:34] 然后7000多亿
[01:45:35] 然后人民币的收入要做到千亿美金的规模对吧
[01:45:38] 那当人工智能出现以后
[01:45:40] 对我们能不能用10万人以内
[01:45:44] 对甚至5万人的规模做到1000亿美金的收入
[01:45:49] 如果这些东西做到了
[01:45:51] 就证明其实我们的A
[01:45:52] 我们的人工智能战略真正发挥价值了
[01:45:54] 如果没有做到对
[01:45:56] 那你就应该给我们一个车企业的估值
[01:45:59] 这很正常的
[01:46:00] 因为对我们光说没做或者做了没做到
[01:46:05] 你们现在又做操作系统
[01:46:07] 又做芯片基座大模型
[01:46:09] 还有包括在在终端上也做了车眼镜儿
[01:46:12] 机器人会不会铺的太开了呢
[01:46:15] 也没有了
[01:46:15] 我们如果看苹果的话
[01:46:17] 苹果是苹果是2001年推出的IPOD对吧
[01:46:22] 在2000年的
[01:46:23] 在2000年的时候
[01:46:26] 已经有操作系统
[01:46:27] 然后一定有已有软件的生态了
[01:46:29] 对
[01:46:30] 但那时候苹果的微像
[01:46:31] 苹果的收入只有几10亿美金嗯
[01:46:33] 对比苹果那个时
[01:46:34] 那那个时代其实我们的规模已经做这些东西
[01:46:38] 其实是个是个合理的了对吧
[01:46:41] 我觉得这个其实我觉得问题
[01:46:43] 然后问题问题并不大
[01:46:44] 就是还是我觉得设个合适的时间
[01:46:46] 但如果我们只有两三百亿收入
[01:46:47] 我们做这些东西其实是不合理的
[01:46:49] 但如果我们有1000多亿收入了
[01:46:50] 并往2000亿收入卖的时候
[01:46:52] 我们做这些东西是合理的
[01:46:54] 它既能增强我们的能力
[01:46:56] 又能降低我们的成本
[01:46:57] 对它不是带来坏处的
[01:46:59] 那我们做了操作系统以后
[01:47:01] 我虽然这些年投入十个亿
[01:47:03] 但他节省的钱可不是十个亿啊
[01:47:04] 这节省的得有五六十亿哈
[01:47:06] 太划算了
[01:47:07] 干嘛不做
[01:47:10] 上次我问你理想有理想吗
[01:47:12] 那这次想问你
[01:47:13] 你对理想的设想会不会太过于理想
[01:47:16] 我觉得我们会看得远一点
[01:47:18] 但我们当下还都是挺脚踏实地的
[01:47:21] 因为我始终坚信基本功是最重要的
[01:47:25] 对
[01:47:25] 尤其是到了这个时代
[01:47:26] 到了这个规模对
[01:47:28] 尤其是到了人工智能时代
[01:47:29] 因为人工智能时代的差异
[01:47:30] 就是编程时代对比的是功能
[01:47:32] 人工智能时代表现的是能力
[01:47:34] 是把能力怎么变成业务
[01:47:36] 然后变成用户的价值
[01:47:38] 所以这些能力没什么
[01:47:39] 我觉得这些能力没什么捷径
[01:47:41] 想要跳过能力
[01:47:43] 直接实现一个成果
[01:47:45] 对我觉得在人工智能时代的时候
[01:47:47] 真的像练会苦口嗨保底
[01:47:49] 对我们希望是一个练基本功的人
[01:47:52] 你想会因为什么消失
[01:47:56] 刚才我说的那三个点都会消失对
[01:47:59] 就是我们然后没有把握住用户的需求
[01:48:02] 我们会消失对
[01:48:04] 然后我们没有掌握最好的产品和技术
[01:48:07] 我们会消失
[01:48:08] 对我们的组织能力方面
[01:48:11] 然后出现了巨大的问题
[01:48:12] 我们也会消失
[01:48:13] 对这三个都会消失
[01:48:15] 而且这三个其实是个非常好的诊断对
[01:48:19] 因为单独看一个的时候对
[01:48:21] 然后很容易
[01:48:23] 然后看的不够全面
[01:48:24] 当把这三个放在一起来看的时候
[01:48:26] 三个相互支撑的时候对
[01:48:28] 其实整个的系统诊断能力会变得更强
[01:48:32] 战略会上有人跟你吵架吗
[01:48:34] 战略会上有人跟你争执吗
[01:48:36] 有人提反对意见吗
[01:48:38] 我觉得无论战略会上还是现实的工作中
[01:48:41] 对都是始终有反对意见的
[01:48:43] 嗯对比如有些东西我们停掉的
[01:48:46] 最后他们自己私下里做
[01:48:48] 然后做做出来一些验证的东西
[01:48:49] 然后坚持要做下去
[01:48:51] 那我最后还是要认同他们
[01:48:53] 我觉得其实刚才讲的这些所有的这些讨论呀
[01:48:58] 这些争执啊
[01:48:59] 我觉得背后有一个更重要的一点
[01:49:00] 其实我觉得是能量
[01:49:03] 对就是就当人和人之间的能量始终存在的时候
[01:49:09] 唉然后我觉得这些讨这些争执
[01:49:12] 这些讨论这些吵架就是一个更完善的大脑
[01:49:15] 当这些能量没消失的时候
[01:49:17] 然后这些政治学讨论不同的想法
[01:49:19] 其实就是内耗
[01:49:21] 我觉得比能力
[01:49:22] 然后比业务
[01:49:24] 我觉得到了这个规模
[01:49:25] 然后到了今天这个比较混乱的时代
[01:49:28] 我觉得能量是特别重要的
[01:49:30] 对那所以呢这也是我在研究的
[01:49:34] 其实我我过去的时候是个能量的受益者
[01:49:37] 就是我们每到关键时刻的时候
[01:49:39] 我们到遇到最难的时候的时候
[01:49:41] 遇到困难的时候
[01:49:42] 遇到变化的时候
[01:49:43] 其实我们能量变得更强
[01:49:45] 后来我就去复盘我过去怎么构建的能量
[01:49:48] 构建的这样一个能量
[01:49:49] 以及我们怎么能够我怎么去尝试
[01:49:51] 把这个能量的这样的一个构建方式
[01:49:54] 能够让我们的这些核心的团队
[01:49:58] 包括更多的团队能够去掌握
[01:50:00] 对其实很重要的一点
[01:50:01] 你汽车之家为什么能够变成第一
[01:50:03] 我们也遇到了非常多的困难
[01:50:05] 我们困难并不比人少
[01:50:06] 然后上市受阻对然后发展的初期的话
[01:50:10] 我还差点被赶出公司
[01:50:12] 但是每次遇到这个问题
[01:50:13] 我们都会变得更强
[01:50:14] 我觉得很重要的一点是
[01:50:17] 我们有三个人的支撑
[01:50:19] 就是我和秦志还有樊争
