[00:00:01] 哈喽大家好
[02:09:26] 那你还最好是给这个公司一个能够长期发展下去的一个道路和愿景
[02:09:32] 不能交给二代吗
[02:09:34] 事实上今天如果你的公司走在一条特别平稳的平顺的道路上
[02:09:39] 不拐什么弯对吧
[02:09:40] 也不做
[02:09:41] 今天这种AI变革
[02:09:42] 可能今天一个二代或者一个职业经理人都能把公司管好对吧
[02:09:47] 但今天如果走上一条变革的道路
[02:09:50] 就无论你今天的品味发生了变化
[02:09:52] 还是说今天你面临像AI这样的啊
[02:09:54] 全社会的铺天大浪潮的时候
[02:09:57] 你觉得一个二代和一个职业经理人真的把这个事情做好吗
[02:10:01] 现在如果不上市也不能解决这个问题啊
[02:10:03] 你也还得在这干啊
[02:10:06] 不上市的好处是什么呢
[02:10:07] 这是个好问题啊
[02:10:08] 就是今天不上市的话
[02:10:09] 这公司竟然要往前走
[02:10:10] 但客观的说
[02:10:11] 今天不上市之后
[02:10:13] 你就是退出的途径其实更多嗯
[02:10:16] 就你可以卖了
[02:10:18] 然后退后对
[02:10:19] 譬如说今天你可以把公司卖给一个
[02:10:22] 像我们这儿的更大的第三类公司对吧
[02:10:26] 所以你发现就是当我们回到刚刚讲的那个一二类三类公司的
[02:10:30] 比方的时候
[02:10:30] 你发现大量的第三类公司的成长
[02:10:33] 一方面是自己内生做了很多PUA
[02:10:35] 另一方面是他通过兼并对吧
[02:10:38] 通过收购其实传了很多新的品类进来
[02:10:42] 所以你看宝洁对吧
[02:10:44] 你看德州仪器没错嗯
[02:10:46] 他都是这样诶
[02:10:47] 你们兼定过什么公司吗
[02:10:49] 中国现在的环境我觉得好像还不是特别的适合兼并和收购
[02:10:54] 因为大家都还觉得说自己上市是更好的选择啊
[02:10:58] 对所以从你选择上市的那个时刻
[02:11:00] 就决定要跟这个船绑在一起
[02:11:03] 一起要走几十年是吗
[02:11:05] 我觉得客观的讲
[02:11:07] 当你今天选择上市的时候
[02:11:08] 在中国今天现行的啊市场环境的要求底下嗯
[02:11:12] 你是没有就是离开这个
[02:11:15] 或者你就是跟这个船绑在一起
[02:11:17] 你当时有什么契机做这个决定吗
[02:11:20] 因为当时你们利润也很高
[02:11:22] 对其实我们还是当时想清楚了对吧
[02:11:25] 就是今天因为能够通过一个系统的方式有机会去做好很多个品位
[02:11:31] 那我们当时说我们有一个底子
[02:11:33] 我们把自己做成了第三类公司的时候
[02:11:36] 就是系统性的做好很多个品类的时候
[02:11:38] 我们觉得这样
[02:11:40] 我那我们上市就是一个好像做成一个第三类公司
[02:11:44] 比较确定的一个中间的一个过程
[02:11:48] 对为什么大江不上市呃
[02:11:52] 我觉得这个要求问问他自己不上市
[02:11:54] 可能会对人才还是有影响对吧
[02:11:57] 就退回来
[02:11:58] 刚刚讲我们回到就是从员工的角度
[02:12:00] 对员工就是我most所有希望公司是上市的对
[02:12:04] 所以呢我们给第一波员工发完期权
[02:12:06] 大家都对吧
[02:12:07] 很开心
[02:12:08] 然后财富自由之后
[02:12:10] 那你要解决后面的员工对吧
[02:12:12] 那他没有那一把御笔兑现的问题
[02:12:16] 所以其实我们在我们的新品类里边
[02:12:18] 也是给员工们画了一个我们说的股权池嗯
[02:12:27] 那么按照上市公司的规则
[02:12:29] 我们是可以把这些员工的股份再回购回来
[02:12:31] 也给他产生一个很好的回报
[02:12:34] 所以其实对啊
[02:12:36] 就我觉得最后其实往后退一步啊
[02:12:39] 就我们刚刚好像刚刚一直在谈回报对吧
[02:12:41] 但是其实这么多年下来
[02:12:43] 你的感受就是你那些最好的创造者
[02:12:45] 就是最极致想创造事情的人
[02:12:47] 他其实大概率不是把回报放在第一位的
[02:12:52] 但是你钱也得给够
[02:12:54] 是的
[02:12:55] 今天呢我们觉得嗯对最好的那些人才来讲
[02:12:59] 他首先寻找的是一个机会
[02:13:01] 就这个机会是一个让他今天能够挑战一个特别难的
[02:13:05] 他从来没有做过的事情的机会对吧
[02:13:08] 然后那么在这个机会里他会获得成长
[02:13:11] 当今天有公司给他托底对吧
[02:13:13] 有人能帮他
[02:13:14] 有人能跟他一起相互探讨的时候
[02:13:17] 他会有成长
[02:13:18] 然后第三步才是有回报嗯
[02:13:22] 然后跟回报我觉得等同的
[02:13:24] 还有一个就是意义
[02:13:26] 就是你一定会今天想说诶
[02:13:28] 我是挣到钱了
[02:13:29] 但是诶好像我就跟同学吃饭的时候
[02:13:32] 我也要可以吹牛的地方对吧
[02:13:34] 然后回去跟小朋友
[02:13:36] 我也要觉得爸爸妈妈很很厉害的地方
[02:13:39] 这就是一个抑郁
[02:13:40] 所以我们就说其实一个好的公司应该能给他的创造者们提供
[02:13:45] 我们叫机会成长嗯对吧
[02:13:49] 回报和意义
[02:13:50] 然后呃我们觉得其实一个公司如果能给创造者们提供一次就一个机会
[02:13:58] 可能你需要花两年
[02:13:59] 3年甚至5年时间把它做到很成熟对吧
[02:14:02] 提供一次我们说有机会
[02:14:05] 有成长
[02:14:05] 有回报
[02:14:06] 有益的机会
[02:14:07] 这已经是个很好的公司了
[02:14:08] 嗯但我觉得最好的公司应该能够持续的
[02:14:11] 最起码是两次三次四次五次的给这个员工持续的提供
[02:14:15] 有机会有成长
[02:14:17] 有回报
[02:14:17] 有利益的机会
[02:14:18] 嗯这样的话其实在这个三轮五轮的成长对吧
[02:14:23] 下来之后他会变成一个非常厉害的人
[02:14:25] 然后也会比较全面和完整对吧
[02:14:28] 这个时候如果再要选择去创业
[02:14:30] 我觉得他的成功率会更高的诶
[02:14:33] 你刚才也提到消费电子产业是一个速生速死的行业
[02:14:38] 而且看起来垄断效应比较少
[02:14:41] 你觉得而你今天做消费电子
[02:14:44] 比你当年开始做肯定要红海太多了
[02:14:47] 深圳出现了这么多的竞争对手
[02:14:49] 大疆啊
[02:14:50] instant360啊
[02:14:51] 郑浩啊
[02:14:51] 拓者啊等等等等
[02:14:53] 所以你觉得今天这一做一家消费电子公司的护城河到底是什么呀
[02:14:58] 我觉得我讲三层的护城河吧
[02:15:00] 对嗯第一层其实是你的独特的领先的技术
[02:15:05] 当今天这个事情他对吧
[02:15:08] 只能你做在这个阶段
[02:15:10] 只能你做出来
[02:15:11] 别人做不出来的时候
[02:15:12] 这肯定是一个有效的护城河
[02:15:15] 但是呢嗯我觉得技术一定会遇到我们叫边际效益递减
[02:15:20] 什么意思呢
[02:15:21] 因为人的感知能力
[02:15:23] 人作为一种模拟的动物
[02:15:25] 人的感知能力是有上限的
[02:15:27] 当你的技术碰到了这个人的感知上限的时候
[02:15:30] 你发现你的技术往前走的空间就不大了
[02:15:34] 这个时候别人就能追上来
[02:15:36] 所以你的技术优势可能就会消失
[02:15:38] 我举几个例子啊
[02:15:39] 比如说苹果的屏幕对吧
[02:15:42] 呃最开始十几年以前
[02:15:44] 大家肯定都认为IPHONE的屏幕比其他的手机都好
[02:15:47] 今天你还这么觉得吗
[02:15:49] 嗯今天你不觉得了对吧
[02:15:51] 包括苹果自己都出来说嗯
[02:15:53] 屏屏幕有一种规格叫REINAVTA的
[02:15:56] 意思是它的像素点如此之密
[02:15:58] 以至于一个正常人看不出差别出来
[02:16:01] 换句话就是人今天你的眼睛只能分辨到这么细的颗粒度的时候对吧
[02:16:07] 那么当今天我的技术做到这个分辨率的时候
[02:16:10] 再往前做人
[02:16:11] 你已经感知不出来了
[02:16:12] 嗯再举一个例子
[02:16:14] 我们今天的比如充电器
[02:16:15] 我们把它做到就是体积很小对吧
[02:16:18] 然后功率很强
[02:16:20] 我们把一个一百四十六十瓦的充电器做到真的是一个小卡片那么大
[02:16:25] 呃你觉得很小
[02:16:27] 你觉得很好
[02:16:27] 当我把它再做小一倍
[02:16:29] 你可能觉得还有意义
[02:16:31] 但再做的更小
[02:16:32] 你觉得还有意义吗
[02:16:34] 不大已经没有意义了对吧
[02:16:36] 所以我们就会说
[02:16:37] 当你今天理解说技术
[02:16:40] 他总会遇到人的感知的极限的时候
[02:16:43] 当你遇到极限的时候
[02:16:44] 你发现你在网上做的空间不大了
[02:16:46] 而这个时候别人会逐步的追上来
[02:16:49] 所以你最后理解你的超额的技术优势放到一个足够长的时间里边
[02:16:53] 是一定会被抹平的
[02:16:54] 就我们认为这是一个基本算是个第一性原理好
[02:16:58] 那么当你今天说你的技术已经被抹平了之后
[02:17:01] 那么剩下来这个时候你的护城河是什么品牌
[02:17:05] 眉笔嗯
[02:17:06] 一定是品牌
[02:17:07] 就是你存在用户心中的信任和那一份想起你的品牌的时候
[02:17:13] 那一份情绪其实嗯存一个品牌的信任出来是非常非常困难的
[02:17:20] 消费者可能对吧
[02:17:22] 需要很多次建立起对你品牌的信任
[02:17:25] 但你可能做错一次两次
[02:17:27] 这个信任就永久的消失了
[02:17:29] 而且他这一辈子可能都不会再回来对吧
[02:17:33] 所以今天你发现
[02:17:34] 所以一个好的公司
[02:17:35] 它需要很长的时间去积累
[02:17:38] 然后给用户的信任
[02:17:39] 那么这个会构成一个巨大的第二层的护城河
[02:17:44] 但是呢其实你放到最长时间来看
[02:17:47] 其实我觉得无论是技术还是品牌
[02:17:50] 都不是这个公司最深的护城河
[02:17:53] 这公司最深的护城河是他的使命
[02:17:57] 愿景
[02:17:57] 价值观和一群真正的相信使命愿景价值观的人呃
[02:18:01] 为什么这么说啊
[02:18:02] 因为你看到有很多好像有那些品牌基础
[02:18:05] 有信任的公司
[02:18:07] 慢慢的是不是好像也不太行啊
[02:18:11] 诺基亚吗
[02:18:13] 诺基亚举例子对吧
[02:18:15] 正是今天嗯我不知道我们应不应该在这里谈论
[02:18:18] 比如像索尼这样的品牌对吧
[02:18:20] 其实某一个时间点
[02:18:22] 其实你也是就是或者说呃应该还有很多的品牌吧对吧
[02:18:27] 像索尼
[02:18:27] 像飞利浦
[02:18:28] 就是你对他的信任还在对吧
[02:18:31] 但你发现好像你选择他的概率也没有那么多了
[02:18:33] 嗯对最后你发现还是说今天这个公司是不是持续的有一群人
[02:18:39] 他今天诶他能够保持一种极致的创新的精神对吧
[02:18:46] 他对自己能够刚刚讲第一性
[02:18:50] 然后求极致和共成长
[02:18:52] 嗯就这样的一群人
[02:18:53] 我觉得会是这个公司最长时间的富城号嗯
[02:18:56] 如果这样的一群人能够把10年20年30年持续的保持这样的话
[02:19:03] 嗯你们公司现在你觉得有这样的人吗
[02:19:08] 多吗
[02:19:09] 拿我们公司自己的例子来检验刚刚这个一层两层三层的一个基础对吧
[02:19:14] 那我觉得首先就是每一个方面它都不是零和一
[02:19:18] 这不是你有或者你没有
[02:19:20] 它是一个你从灵长出来
[02:19:22] 逐步就像一逼近的过程
[02:19:25] 然后这里边的话像我们刚刚讲的
[02:19:27] 2023年开始
[02:19:28] 我们嗯成立组织打造技术
[02:19:31] 就到今天像存放液体这样的芯片和它的应用
[02:19:34] 我觉得在一段时间里边
[02:19:36] 你可能看不到有其他人有类似的东西
[02:19:38] 所以我觉得在技术这个领域里边
[02:19:40] 我们到了一个零点几
[02:19:42] 但我觉得例一下的看起来我觉得可能还只有一个0.20.3对吧
[02:19:47] 所以后面还有巨大的空间
[02:19:49] 我们希望还是能吸引到对吧
[02:19:52] 就是好的创造者
[02:19:53] 大家一起把技术这个版中
[02:19:55] 现在0.20.3能够涨到一曲
[02:19:59] 对到品牌的话呢
[02:20:01] 嗯这个的确是我觉得我们过去的15年
[02:20:05] 就是努力的积累和认真呵护的结果
[02:20:08] 其实安克的品牌在全球范围内
[02:20:10] 大家的就是信任度还是挺高的
[02:20:15] 嗯举个例子
[02:20:17] 我们今年的2月份发布了一套就互用储能的产品
[02:20:23] 那么额客单价1万美金
[02:20:27] 额没有线下店可以看对吧
[02:20:30] 就是发布完你可能就是在我们的官网上就直接下单
[02:20:36] 花1万美金买这个东西
[02:20:39] 你可以想象对吧
[02:20:40] 对用户来讲
[02:20:41] 这是一个多么艰难的决定
[02:20:43] 因为你对这个品牌来讲
[02:20:45] 我们有几百美金
[02:20:46] 几千美金的储能
[02:20:47] 但是到1万美金的储能
[02:20:49] 今天还是第一次嗯
[02:20:51] OK然后这个产品刚发布
[02:20:54] 然后线下也没有店可以让你去看
[02:20:56] 那你觉得今天是什么样的信任
[02:20:59] 能让用户愿意直接掏1万美金在网上买这个产品
[02:21:02] 你对品质比较信任
[02:21:04] 这还是需要质量
[02:21:05] 对这个质量对这个品牌对吧
[02:21:08] 对他的负责任的程度有很高的信任
[02:21:10] 所以我们第一个月就是有超过1000个客户
[02:21:13] 大家就在网上买这个东西
[02:21:15] 所以其实这个是这个品牌信任的
[02:21:17] 所以我觉得这三块板里面可能到今天我觉得我们最长的是中间这块板
[02:21:22] 我觉得嗯如果按0~1的话
[02:21:25] 我觉得0.60.7有这样的一个长度嗯
[02:21:28] 对然后最后就是我们讲的就是今天一群嗯相信一个使命愿景对吧
[02:21:34] 今天大家能够就是在一起
[02:21:37] 第一性球其实是一群人
[02:21:39] 其实如果你回到嗯2020年
[02:21:42] 我们刚开始做这个就是往整个公司的转型的时候
